10,26,23,65,31,32,68,74,34,98,3,69,74,67,86,26,68,52,37,59,99,19,45,37,92,73,1,83,66,88,18,23,7,69,48,32,77,35,28,75,67,84,21,20,81,88,57,65,88,10,7,45,35,60,41,98,33,8,35,37,46,28,55,56,78,86,61,40,71,39,65,16,60,18,57,48,62,62,65,4,79,37,55,58,14,7,92,45,84,20,19,32,87,97,80,61,88,69,92,34,57,4,28,60,8,4,97,18,12,48,24,6,70,36,66,27,68,53,85,3,51,47,5,86,91,31,17,87,23,49,51,13,76,76,17,61,64,81,74,46,76,4,40,1,30,80,7,1,39,3,11,99,10,77,58,24,99,25,3,80,73,28,33,6,7,59,79,20,76,69,32,68,60,4,79,38,55,80,68,67,8,65,70,77,34,4,97,96,95,66,18,83,13,90,96,75,38,38,88,82,66,96,50,6,54,48,77,32,71,37,98,39,11,13,70,30,41,28,15,94,8,6,39,2,59,20,85,17,1,81,36,97,57,49,85,41,24,82,88,97,56,46,97,13,88,8,87,9,61,53,9,60,34,43,58,88,97,88,52,50,39,81,11,68,36,61,37,73,21,44,86,28,92,74,54,51,27,34,44,20,21,99,19,56,43,48,54,23,15,53,22,45,6,51,83,97,62,95,66,6,26,27,47,47,22,43,32,82,45,21,60,91,63,83,27,53,7,54,14,84,30,7,69,83,19,56,64,32,7,46,87,14,82,17,54,85,58,44,1,77,14,29,59,39,40,3,5,36,40,81,12,35,32,82,53,90,44,33,95,45,65
79,15,44,82,22,22,11,64,98,55,31,87,6,10,4,75,24,75,35,31,9,63,28,93,54,7,47,19,51,21,56,10,4,81,13,33,12,31,11,62,80,18,11,20,34,67,30,32,22,75,11,88,94,50,48,65,44,44,79,45,67,59,88,27,41,9,66,4,78,61,90,77,14,91,92,81,45,78,33,66,27,68,73,95,45,86,73,46,33,9,82,60,85,20,29,62,93,87,43,1,40,49,93,91,49,35,85,57,20,3,10,58,36,10,91,7,99,94,99,33,80,99,90,48,49,44,76,30,48,8,88,85,27,63,6,56,55,17,77,58,5,76,90,67,87,61,48,22,61,4,78,62,84,97,54,26,22,13,25,96,29,85,23,88,62,14,83,56,18,66,3,44,24,51,42,65,20,36,72,15,9,98,26,14,72,37,69,53,97,26,90,24,9,75,5,48,6,71,26,14,9,25,86,43,12,77,56,86,54,40,42,58,64,36,2,79,2,77,14,94,6,97,87,79,83,96,79,88,55,41,58,65,33,3,64,25,6,12,49,54,17,39,38,45,40,92,37,67,22,3,99,30,80,41,68,58,60,54,97,17,96,77,55,37,87,49,79,20,52,35,41,89,99,18,75,56,42,29,32,77,81,21,64,68,14,15,66,27,31,37,12,69,88,87,50,40,17,31,6,34,7,27,7,89,28,72,47,33,53,82,14,43,38,9,75,41,70,75,20,45,11,61,16,64,23,47,4,72,43,62,3,91,99,56,88,42,97,10,11,66,82,19,10,71,65,8,1,3,76,75,68,99,96,47,96,1,76,64,11,14,53
68,52,32,44,11,98,77,2,22,87,14,52,17,53,6,37,32,92,68,98,55,16,22,1,37,11,85,30,71,48,65,47,35,58,28,7,32,21,1,66,62,5,94,8,8,32,33,40,39,16,32,90,39,49,89,85,81,23,87,92,51,40,89,45,16,14,95,60,51,57,2,97,34,97,20,21,45,57,49,29,91,28,89,38,2,14,29,44,56,29,77,46,31,46,30,85,76,51,88,42,87,66,68,69,41,81,4,52,9,27,2,29,72,14,27,61,8,26,5,5,39,99,35,13,73,75,81,96,1,61,55,60,36,6,23,25,73,7,99,30,74,12,22,13,4,39,43,24,28,76,85,86,88,86,5,41,20,43,95,57,35,21,69,85,23,14,56,38,49,64,99,14,95,65,21,87,90,46,12,62,36,55,11,91,69,75,24,7,38,71,75,73,76,52,53,6,52,79,41,48,87,41,36,91,58,72,10,27,3,82,48,64,21,11,70,83,90,82,97,28,48,79,25,76,46,29,45,21,56,58,75,49,93,84,16,51,75,11,33,43,51,46,95,73,94,68,52,72,38,14,29,4,85,86,21,78,92,49,28,56,35,91,63,72,51,66,20,14,1,80,24,27,23,38,67,25,31,1,90,55,28,39,1,21,9,57,55,67,69,35,72,11,85,71,13,15,53,60,3,54,66,83,97,60,85,8,15,63,15,78,43,47,44,12,66,30,61,51,55,33,51,88,25,67,25,48,20,42,82,21,37,88,17,85,31,42,49,42,39,53,48,21,19,19,91,24,36,50,97,48,21,51,68,40,49,53,42,50,17,7,76
8,95,25,1,10,17,73,57,41,29,56,34,21,52,86,6,56,56,16,75,53,20,40,67,80,38,47,42,48,44,83,20,32,44,19,21,55,93,48,39,4,64,79,17,23,79,5,24,39,7,30,7,82,66,20,17,26,5,8,95,29,78,94,55,11,35,98,87,44,65,42,71,96,48,86,57,82,19,1,9,61,20,83,47,14,77,46,91,93,44,24,82,39,45,99,20,67,33,26,92,82,63,82,69,80,7,50,84,74,42,40,57,32,55,68,19,9,73,65,52,79,81,83,12,11,70,9,40,84,95,78,19,13,8,17,17,98,84,24,13,46,19,77,37,20,82,11,43,62,79,69,98,65,70,48,96,55,5,24,67,94,13,85,53,1,86,26,15,21,33,19,13,78,59,50,27,99,34,80,30,83,88,46,23,2,4,91,86,63,81,32,95,52,67,20,13,31,50,66,4,22,35,60,63,25,54,19,70,66,36,25,46,31,95,74,81,83,41,57,45,78,3,19,86,13,10,62,16,83,23,2,15,42,67,94,13,13,59,84,56,71,11,49,91,9,62,42,62,37,58,25,20,97,70,66,16,77,72,36,30,86,61,97,71,79,10,89,38,92,31,7,24,87,35,17,5,51,82,24,76,64,56,89,20,27,6,82,89,64,34,89,57,37,92,55,13,99,85,87,98,70,35,39,77,20,62,94,43,55,70,49,21,15,42,49,27,67,80,2,44,21,78,40,35,61,32,30,56,63,90,41,10,59,19,2,65,52,34,93,95,95,40,23,80,60,67,34,5,20,60,88,61,41,83,91,17,81,13,90,60,3
96,10,31,58,97,81,27,65,85,83,93,52,38,43,60,33,15,22,38,36,66,69,47,85,89,93,53,98,17,78,11,9,69,38,3,77,4,95,39,34,93,88,19,13,23,48,27,21,32,21,76,15,41,7,91,29,86,84,87,22,39,40,67,5,86,41,18,8,29,45,36,51,58,54,19,77,8,81,48,31,82,19,56,39,81,7,89,35,73,96,50,51,3,30,59,89,80,75,8,99,11,43,37,82,15,43,38,70,56,3,6,6,92,6,74,83,98,37,25,44,8,43,47,22,66,29,68,99,13,96,39,53,67,77,83,82,86,30,68,84,3,13,90,92,68,41,66,26,96,80,67,54,2,7,89,41,78,25,61,2,10,5,20,9,27,82,19,87,91,86,45,25,8,77,54,28,15,34,71,83,97,8,67,5,39,46,21,98,17,2,93,76,27,13,20,52,45,11,1,63,3,72,49,92,91,76,57,85,17,13,37,22,90,91,74,99,87,38,17,97,29,48,4,22,71,81,17,63,95,89,46,50,63,19,17,76,65,63,81,71,96,20,44,27,62,54,72,29,17,71,77,56,48,96,44,16,62,76,25,59,96,28,86,86,43,49,75,25,23,20,49,14,42,97,54,18,2,24,2,59,7,10,72,7,44,87,59,58,14,65,33,54,87,49,50,43,78,28,84,91,18,93,57,81,3,8,55,61,63,62,96,58,72,64,29,15,74,88,63,76,31,64,82,74,13,95,9,83,56,1,40,87,86,57,96,14,43,72,79,95,4,56,89,40,74,1,42,62,40,68,29,54,52,10,31,74,54,42,26,79,3
1,48,30,2,38,10,93,21,57,22,98,64,19,14,10,53,65,58,9,35,70,58,64,52,29,34,36,58,77,78,26,62,31,67,22,25,30,80,67,11,12,40,21,86,92,47,43,44,15,25,86,1,67,64,52,36,30,1,64,3,18,47,33,11,47,11,66,72,77,33,84,70,77,15,3,75,90,93,11,6,43,61,58,74,96,94,5,42,53,70,1,98,31,93,34,9,46,81,85,10,39,30,26,98,76,3,21,93,82,12,80,29,31,75,4,34,55,15,6,98,1,50,99,5,14,80,95,68,58,23,36,21,75,50,36,58,81,52,98,50,91,57,83,1,57,65,26,41,93,75,77,56,1,79,54,67,98,18,34,26,70,70,90,38,87,49,32,16,40,81,26,75,17,9,56,39,50,16,47,48,13,20,16,17,70,17,5,75,31,60,31,45,99,53,10,63,17,34,63,90,61,89,17,7,90,67,4,48,94,7,10,72,10,46,79,80,78,53,78,32,51,98,86,59,87,95,41,12,49,31,1,15,4,47,13,78,90,91,80,2,53,1,41,46,50,49,81,84,76,84,16,47,66,42,57,15,58,53,41,64,98,73,87,8,89,63,89,77,63,43,56,22,98,39,18,51,11,72,52,85,65,31,16,29,60,15,39,16,33,92,76,32,11,47,62,50,60,28,13,33,98,4,64,5,33,79,54,43,45,53,21,33,10,16,43,72,29,34,30,1,19,37,30,20,98,13,41,27,89,18,6,89,37,78,27,50,66,4,27,79,77,26,23,52,48,6,90,53,90,12,46,49,40,78,25,97,18,12,24,97,2
3,63,54,18,46,90,12,4,25,1,66,51,25,70,72,43,81,45,75,63,97,94,61,82,61,74,93,5,29,99,68,61,1,30,1,82,62,64,83,16,33,94,74,63,49,3,35,9,46,4,27,99,82,25,1,70,53,52,25,25,42,68,95,77,37,62,26,67,1,12,79,10,97,32,43,33,10,55,69,24,26,34,25,7,17,36,12,43,99,86,17,95,10,23,33,15,33,55,48,37,66,70,18,16,13,95,24,68,53,69,99,53,1,63,88,55,38,10,9,2,62,7,15,42,67,73,53,63,66,84,70,25,45,46,20,6,89,5,24,69,44,81,62,87,75,81,88,90,85,45,78,80,33,35,12,10,23,78,33,50,94,81,35,21,68,64,67,33,91,69,13,42,45,69,60,30,29,84,88,80,23,32,83,16,46,98,49,63,31,21,73,5,9,49,16,60,74,92,14,61,20,57,26,9,90,37,96,11,70,26,88,40,17,17,33,82,53,78,32,90,5,36,10,5,31,91,65,33,17,65,61,59,64,10,54,30,43,79,32,19,32,99,36,61,34,64,91,48,66,5,33,62,82,72,6,62,68,45,4,60,22,78,54,47,53,5,81,82,70,89,1,79,18,71,74,82,36,42,41,54,60,29,75,33,40,84,93,62,33,5,68,1,32,70,49,20,31,90,68,80,16,62,32,49,13,15,23,63,12,16,15,96,3,12,26,8,60,44,62,61,16,27,30,56,47,43,6,18,25,71,57,64,19,55,75,26,76,52,56,6,49,55,23,6,10,30,30,19,27,35,75,95,41,74,63,22,20,35,51,87,1
56,12,68,35,34,97,24,48,32,36,23,3,97,79,92,74,38,95,68,82,37,33,59,47,14,16,99,85,59,77,2,73,16,43,58,16,80,23,78,46,91,21,88,79,69,74,86,25,35,97,99,92,41,51,16,68,14,34,38,50,79,4,41,47,43,61,55,26,66,14,28,38,1,99,57,60,27,78,63,64,8,48,51,56,74,58,55,3,23,95,98,64,46,94,40,81,99,76,47,18,30,30,65,77,42,28,75,91,60,4,88,20,34,41,32,15,10,39,17,2,40,88,40,51,2,46,38,27,45,36,70,6,9,90,18,98,57,58,76,63,83,9,25,64,41,80,39,68,39,10,22,22,23,94,43,51,60,9,78,67,2,48,63,94,10,20,16,81,90,50,44,8,92,4,12,32,38,10,40,46,30,89,61,70,86,90,95,97,20,96,48,16,85,48,92,51,17,76,16,55,48,38,36,98,40,25,27,42,55,54,22,28,63,34,53,11,6,93,70,69,19,60,78,87,90,92,89,75,78,97,20,22,68,93,89,21,96,40,92,26,9,99,36,56,31,24,95,57,57,73,31,71,90,15,31,61,35,18,22,23,51,81,5,57,61,20,18,43,2,81,69,34,68,70,4,71,75,19,37,71,69,16,2,77,67,31,51,14,58,11,73,65,15,99,99,97,37,50,2,35,14,71,61,65,35,28,72,55,50,56,55,90,83,85,47,73,89,89,37,10,50,28,97,10,59,58,51,58,84,49,63,61,59,32,34,85,81,50,55,66,32,37,50,74,53,91,18,67,85,84,45,52,54,32,49,48,2,9,18,87,40
32,47,3,90,75,5,74,93,73,45,19,70,36,35,51,28,22,72,12,12,25,49,45,83,30,25,85,2,31,13,38,89,36,10,88,50,7,7,84,3,80,88,14,70,80,57,66,24,29,83,75,54,21,6,10,24,37,91,10,22,54,30,86,44,93,78,89,11,20,16,29,98,11,19,11,90,77,87,23,59,47,15,15,81,36,31,84,43,38,24,8,28,6,72,87,29,16,88,87,37,55,85,75,93,57,48,43,4,37,28,12,64,29,15,97,58,87,91,70,98,7,23,19,29,95,92,53,14,68,38,27,26,16,59,31,68,98,8,88,18,22,19,48,70,64,22,73,24,40,76,38,54,77,93,14,32,87,35,43,71,94,64,81,38,37,90,13,46,95,63,61,80,22,38,5,30,71,60,29,69,82,78,18,99,82,95,28,57,67,48,23,56,24,7,85,84,72,35,26,9,38,93,97,38,83,71,79,5,56,7,70,39,52,63,29,17,2,77,81,66,69,24,29,82,83,31,43,53,29,65,34,47,92,90,1,27,2,77,11,52,86,66,58,87,92,94,76,66,58,70,65,94,46,9,90,92,49,40,24,29,45,75,63,77,17,11,90,40,75,18,40,59,77,40,70,33,12,47,15,91,92,52,50,89,57,95,89,45,46,89,17,78,48,78,18,48,95,75,74,87,5,19,31,35,72,68,76,65,85,1,37,39,29,79,81,88,4,90,86,3,93,33,20,52,47,46,65,9,19,95,44,20,3,27,49,82,68,81,66,41,20,45,52,59,38,62,45,71,56,82,52,17,89,34,8,43,71,51,41,11,4
47,98,22,40,34,19,49,17,62,17,10,23,89,52,71,13,48,44,3,80,67,31,68,89,82,32,98,24,59,42,48,3,20,85,65,68,73,68,94,97,49,68,2,50,17,29,18,10,58,44,89,6,60,27,58,83,93,69,25,31,63,60,72,41,86,69,82,53,77,96,16,96,69,89,99,61,3,94,86,82,92,62,79,2,6,95,10,87,76,26,5,11,91,14,45,59,31,86,41,47,43,54,93,32,29,21,13,16,79,45,31,94,53,36,84,54,52,56,56,61,22,55,78,97,22,93,16,95,33,60,44,40,33,77,28,95,28,21,18,94,40,1,7,24,16,23,19,6,11,88,61,60,63,20,30,56,63,50,41,75,45,44,38,82,55,66,35,90,38,93,74,20,83,32,99,88,72,6,83,4,56,22,69,80,61,62,94,85,42,74,60,10,72,72,99,64,69,7,54,55,94,36,6,66,59,77,43,17,29,29,9,80,97,8,91,79,92,89,22,87,53,62,7,16,23,36,30,96,77,30,81,95,42,94,91,79,24,48,79,2,99,39,78,36,51,75,93,59,30,32,76,81,3,93,93,29,45,89,73,55,60,81,1,85,51,81,20,73,54,72,13,72,82,31,7,73,89,18,29,97,33,63,9,84,20,83,92,58,96,20,52,61,80,75,68,53,4,63,10,27,52,66,35,49,80,35,52,23,73,1,57,61,63,85,55,97,74,28,25,79,69,22,40,21,53,8,4,7,95,71,7,82,27,99,82,94,85,97,69,40,2,89,16,4,2,65,70,70,52,64,46,11,24,3,89,87,31,63,34,85,64
